"","Mouse","Age","Group","Sex","Day","TEWL","Condition","Redness","Thickness","Scabbiness","Cohort","Organism","Dose","complete_score"
"1944",2,"8w","Sepi44","FALSE",4,40,"Recovery",1,1,0,14,"Sepi44",1000000000,2
"1945",3,"8w","Sepi44","FALSE",4,56.3,"Recovery",3,0,2,14,"Sepi44",1000000000,5
"1946",4,"8w","Sepi44","FALSE",4,26.8,"Recovery",1,0,1,14,"Sepi44",1000000000,2
"1947",5,"8w","Sepi44","FALSE",4,16.8,"Recovery",3,1,2,14,"Sepi44",1000000000,6
"1948",1,"8w","sepi_NIH","FALSE",4,31.3,"Recovery",1,1,1,14,"Sepi_NIH",1000000000,3
"1949",2,"8w","sepi_NIH","FALSE",4,30.6,"Recovery",2,1,2,14,"Sepi_NIH",1000000000,5
"1950",3,"8w","sepi_NIH","FALSE",4,24.3,"Recovery",1,0,0,14,"Sepi_NIH",1000000000,1
"1951",4,"8w","sepi_NIH","FALSE",4,27.5,"Recovery",2,0,2,14,"Sepi_NIH",1000000000,4
"1952",5,"8w","sepi_NIH","FALSE",4,24.2,"Recovery",1,0,1,14,"Sepi_NIH",1000000000,2
"1953",1,"8w","PBS","FALSE",5,10.9,"Recovery",0,0,0,14,"PBS",0,0
"1954",2,"8w","PBS","FALSE",5,30.6,"Recovery",1,0,0,14,"PBS",0,1
"1955",3,"8w","PBS","FALSE",5,25.5,"Recovery",1,0,0,14,"PBS",0,1
"1956",4,"8w","PBS","FALSE",5,12.6,"Recovery",0,0,0,14,"PBS",0,0
"1957",5,"8w","PBS","FALSE",5,11.8,"Recovery",0,0,0,14,"PBS",0,0
"1958",1,"8w","L_reuteri","FALSE",5,30.6,"Recovery",1,0,1,14,"L_reuteri",100000000,2
"1959",2,"8w","L_reuteri","FALSE",5,14.8,"Recovery",0,0,0,14,"L_reuteri",100000000,0
"1960",3,"8w","L_reuteri","FALSE",5,14.3,"Recovery",0,0,0,14,"L_reuteri",100000000,0
"1961",4,"8w","L_reuteri","FALSE",5,13.5,"Recovery",0,0,0,14,"L_reuteri",100000000,0
"1962",5,"8w","L_reuteri","FALSE",5,18.5,"Recovery",0,0,0,14,"L_reuteri",100000000,0
"1963",1,"8w","Sepi44","FALSE",5,14.8,"Recovery",1,1,1,14,"Sepi44",1000000000,3
"1964",2,"8w","Sepi44","FALSE",5,24.3,"Recovery",2,0,1,14,"Sepi44",1000000000,3
"1965",3,"8w","Sepi44","FALSE",5,47.8,"Recovery",3,3,0,14,"Sepi44",1000000000,6
"1966",4,"8w","Sepi44","FALSE",5,23.3,"Recovery",0,0,1,14,"Sepi44",1000000000,1
"1967",5,"8w","Sepi44","FALSE",5,32.8,"Recovery",3,1,0,14,"Sepi44",1000000000,4
"1968",1,"8w","sepi_NIH","FALSE",5,30.4,"Recovery",1,0,0,14,"Sepi_NIH",1000000000,1
"1969",2,"8w","sepi_NIH","FALSE",5,42.4,"Recovery",3,1,1,14,"Sepi_NIH",1000000000,5
"1970",3,"8w","sepi_NIH","FALSE",5,15.7,"Recovery",1,0,0,14,"Sepi_NIH",1000000000,1
"1971",4,"8w","sepi_NIH","FALSE",5,19.9,"Recovery",2,0,1,14,"Sepi_NIH",1000000000,3
"1972",5,"8w","sepi_NIH","FALSE",5,19.8,"Recovery",1,0,0,14,"Sepi_NIH",1000000000,1
"1973",1,"8w","PBS_PBS","M",0,5.8,"Baseline",NA,NA,NA,15,"PBS",0,NA
"1974",2,"8w","PBS_PBS","M",0,8.2,"Baseline",NA,NA,NA,15,"PBS",0,NA
"1975",3,"8w","PBS_PBS","M",0,12.2,"Baseline",NA,NA,NA,15,"PBS",0,NA
"1976",4,"8w","PBS_PBS","M",0,9,"Baseline",NA,NA,NA,15,"PBS",0,NA
"1977",5,"8w","PBS_PBS","M",0,9.9,"Baseline",NA,NA,NA,15,"PBS",0,NA
"1978",6,"8w","PBS_PBS","M",0,10.6,"Baseline",NA,NA,NA,15,"PBS",0,NA
"1979",1,"8w","Sepi_PBS","M",0,8.8,"Baseline",NA,NA,NA,15,"PBS",0,NA
"1980",2,"8w","Sepi_PBS","M",0,6.8,"Baseline",NA,NA,NA,15,"PBS",0,NA
"1981",3,"8w","Sepi_PBS","M",0,8.2,"Baseline",NA,NA,NA,15,"PBS",0,NA
"1982",4,"8w","Sepi_PBS","M",0,9.6,"Baseline",NA,NA,NA,15,"PBS",0,NA
"1983",5,"8w","Sepi_PBS","M",0,8.5,"Baseline",NA,NA,NA,15,"PBS",0,NA
"1984",6,"8w","Sepi_PBS","M",0,5.2,"Baseline",NA,NA,NA,15,"PBS",0,NA
"1985",1,"8w","PBS_Sepi","M",0,10.4,"Baseline",NA,NA,NA,15,"Sepi44",1000000000,NA
"1986",2,"8w","PBS_Sepi","M",0,9.2,"Baseline",NA,NA,NA,15,"Sepi44",1000000000,NA
"1987",3,"8w","PBS_Sepi","M",0,6.7,"Baseline",NA,NA,NA,15,"Sepi44",1000000000,NA
"1988",4,"8w","PBS_Sepi","M",0,9.6,"Baseline",NA,NA,NA,15,"Sepi44",1000000000,NA
"1989",5,"8w","PBS_Sepi","M",0,9.4,"Baseline",NA,NA,NA,15,"Sepi44",1000000000,NA
"1990",6,"8w","PBS_Sepi","M",0,10.4,"Baseline",NA,NA,NA,15,"Sepi44",1000000000,NA
"1991",1,"8w","Sepi_Sepi","M",0,9.6,"Baseline",NA,NA,NA,15,"Sepi44",1000000000,NA
"1992",2,"8w","Sepi_Sepi","M",0,8.4,"Baseline",NA,NA,NA,15,"Sepi44",1000000000,NA
"1993",3,"8w","Sepi_Sepi","M",0,9.1,"Baseline",NA,NA,NA,15,"Sepi44",1000000000,NA
"1994",4,"8w","Sepi_Sepi","M",0,13,"Baseline",NA,NA,NA,15,"Sepi44",1000000000,NA
"1995",5,"8w","Sepi_Sepi","M",0,7.9,"Baseline",NA,NA,NA,15,"Sepi44",1000000000,NA
"1996",6,"8w","Sepi_Sepi","M",0,NA,"Baseline",NA,NA,NA,15,"Sepi44",1000000000,NA
"1997",1,"8w","PBS_PBS","M",0,70.2,"Tapestrip",NA,NA,NA,15,"PBS",0,NA
"1998",2,"8w","PBS_PBS","M",0,66,"Tapestrip",NA,NA,NA,15,"PBS",0,NA
"1999",3,"8w","PBS_PBS","M",0,73.6,"Tapestrip",NA,NA,NA,15,"PBS",0,NA
"2000",4,"8w","PBS_PBS","M",0,69.2,"Tapestrip",NA,NA,NA,15,"PBS",0,NA
"2001",5,"8w","PBS_PBS","M",0,70.9,"Tapestrip",NA,NA,NA,15,"PBS",0,NA
"2002",6,"8w","PBS_PBS","M",0,69.3,"Tapestrip",NA,NA,NA,15,"PBS",0,NA
"2003",1,"8w","Sepi_PBS","M",0,74.8,"Tapestrip",NA,NA,NA,15,"PBS",0,NA
"2004",2,"8w","Sepi_PBS","M",0,74,"Tapestrip",NA,NA,NA,15,"PBS",0,NA
"2005",3,"8w","Sepi_PBS","M",0,74.2,"Tapestrip",NA,NA,NA,15,"PBS",0,NA
"2006",4,"8w","Sepi_PBS","M",0,79.4,"Tapestrip",NA,NA,NA,15,"PBS",0,NA
"2007",5,"8w","Sepi_PBS","M",0,76.1,"Tapestrip",NA,NA,NA,15,"PBS",0,NA
"2008",6,"8w","Sepi_PBS","M",0,73.1,"Tapestrip",NA,NA,NA,15,"PBS",0,NA
"2009",1,"8w","PBS_Sepi","M",0,82,"Tapestrip",NA,NA,NA,15,"Sepi44",1000000000,NA
"2010",2,"8w","PBS_Sepi","M",0,76.6,"Tapestrip",NA,NA,NA,15,"Sepi44",1000000000,NA
"2011",3,"8w","PBS_Sepi","M",0,75.4,"Tapestrip",NA,NA,NA,15,"Sepi44",1000000000,NA
"2012",4,"8w","PBS_Sepi","M",0,79.2,"Tapestrip",NA,NA,NA,15,"Sepi44",1000000000,NA
"2013",5,"8w","PBS_Sepi","M",0,77.5,"Tapestrip",NA,NA,NA,15,"Sepi44",1000000000,NA
"2014",6,"8w","PBS_Sepi","M",0,84.6,"Tapestrip",NA,NA,NA,15,"Sepi44",1000000000,NA
"2015",1,"8w","Sepi_Sepi","M",0,88,"Tapestrip",NA,NA,NA,15,"Sepi44",1000000000,NA
"2016",2,"8w","Sepi_Sepi","M",0,79,"Tapestrip",NA,NA,NA,15,"Sepi44",1000000000,NA
"2017",3,"8w","Sepi_Sepi","M",0,83.5,"Tapestrip",NA,NA,NA,15,"Sepi44",1000000000,NA
"2018",4,"8w","Sepi_Sepi","M",0,81.1,"Tapestrip",NA,NA,NA,15,"Sepi44",1000000000,NA
"2019",5,"8w","Sepi_Sepi","M",0,80.7,"Tapestrip",NA,NA,NA,15,"Sepi44",1000000000,NA
"2020",6,"8w","Sepi_Sepi","M",0,87.4,"Tapestrip",NA,NA,NA,15,"Sepi44",1000000000,NA
"2021",1,"8w","PBS_PBS","M",1,59.6,"Recovery",NA,NA,NA,15,"PBS",0,NA
"2022",2,"8w","PBS_PBS","M",1,40.6,"Recovery",NA,NA,NA,15,"PBS",0,NA
"2023",3,"8w","PBS_PBS","M",1,37.2,"Recovery",NA,NA,NA,15,"PBS",0,NA
"2024",4,"8w","PBS_PBS","M",1,48.8,"Recovery",NA,NA,NA,15,"PBS",0,NA
"2025",5,"8w","PBS_PBS","M",1,55,"Recovery",NA,NA,NA,15,"PBS",0,NA
"2026",6,"8w","PBS_PBS","M",1,54.1,"Recovery",NA,NA,NA,15,"PBS",0,NA
"2027",1,"8w","Sepi_PBS","M",1,60.8,"Recovery",NA,NA,NA,15,"PBS",0,NA
"2028",2,"8w","Sepi_PBS","M",1,63.8,"Recovery",NA,NA,NA,15,"PBS",0,NA
"2029",3,"8w","Sepi_PBS","M",1,44.5,"Recovery",NA,NA,NA,15,"PBS",0,NA
"2030",4,"8w","Sepi_PBS","M",1,56.6,"Recovery",NA,NA,NA,15,"PBS",0,NA
"2031",5,"8w","Sepi_PBS","M",1,51.4,"Recovery",NA,NA,NA,15,"PBS",0,NA
"2032",6,"8w","Sepi_PBS","M",1,27.9,"Recovery",NA,NA,NA,15,"PBS",0,NA
"2033",1,"8w","PBS_Sepi","M",1,69.7,"Recovery",NA,NA,NA,15,"Sepi44",1000000000,NA
"2034",2,"8w","PBS_Sepi","M",1,64.8,"Recovery",NA,NA,NA,15,"Sepi44",1000000000,NA
"2035",3,"8w","PBS_Sepi","M",1,37.6,"Recovery",NA,NA,NA,15,"Sepi44",1000000000,NA
"2036",4,"8w","PBS_Sepi","M",1,69.9,"Recovery",NA,NA,NA,15,"Sepi44",1000000000,NA
"2037",5,"8w","PBS_Sepi","M",1,48.4,"Recovery",NA,NA,NA,15,"Sepi44",1000000000,NA
"2038",6,"8w","PBS_Sepi","M",1,67.5,"Recovery",NA,NA,NA,15,"Sepi44",1000000000,NA
"2039",1,"8w","Sepi_Sepi","M",1,66.8,"Recovery",NA,NA,NA,15,"Sepi44",1000000000,NA
"2040",2,"8w","Sepi_Sepi","M",1,62.9,"Recovery",NA,NA,NA,15,"Sepi44",1000000000,NA
"2041",3,"8w","Sepi_Sepi","M",1,65.2,"Recovery",NA,NA,NA,15,"Sepi44",1000000000,NA
"2042",4,"8w","Sepi_Sepi","M",1,51.8,"Recovery",NA,NA,NA,15,"Sepi44",1000000000,NA
"2043",5,"8w","Sepi_Sepi","M",1,60,"Recovery",NA,NA,NA,15,"Sepi44",1000000000,NA
"2044",6,"8w","Sepi_Sepi","M",1,52.7,"Recovery",NA,NA,NA,15,"Sepi44",1000000000,NA
"2045",1,"8w","PBS_PBS","M",2,61.6,"Recovery",1,0,1,15,"PBS",0,2
"2046",2,"8w","PBS_PBS","M",2,45.4,"Recovery",1,0,0,15,"PBS",0,1
"2047",3,"8w","PBS_PBS","M",2,48.2,"Recovery",1,0,1,15,"PBS",0,2
"2048",4,"8w","PBS_PBS","M",2,73.3,"Recovery",2,0,0,15,"PBS",0,2
"2049",5,"8w","PBS_PBS","M",2,71,"Recovery",2,0,0,15,"PBS",0,2
"2050",6,"8w","PBS_PBS","M",2,60.7,"Recovery",2,0,0,15,"PBS",0,2
"2051",1,"8w","Sepi_PBS","M",2,71.6,"Recovery",2,0,0,15,"PBS",0,2
"2052",2,"8w","Sepi_PBS","M",2,54.4,"Recovery",2,1,0,15,"PBS",0,3
"2053",3,"8w","Sepi_PBS","M",2,52.8,"Recovery",2,1,1,15,"PBS",0,4
"2054",4,"8w","Sepi_PBS","M",2,48.3,"Recovery",3,0,1,15,"PBS",0,4
"2055",5,"8w","Sepi_PBS","M",2,73.2,"Recovery",1,1,0,15,"PBS",0,2
"2056",6,"8w","Sepi_PBS","M",2,34.6,"Recovery",2,0,0,15,"PBS",0,2
"2057",1,"8w","PBS_Sepi","M",2,52.3,"Recovery",1,0,1,15,"Sepi44",1000000000,2
"2058",2,"8w","PBS_Sepi","M",2,54.1,"Recovery",1,0,1,15,"Sepi44",1000000000,2
"2059",3,"8w","PBS_Sepi","M",2,38.9,"Recovery",1,0,1,15,"Sepi44",1000000000,2
"2060",4,"8w","PBS_Sepi","M",2,67,"Recovery",3,0,1,15,"Sepi44",1000000000,4
"2061",5,"8w","PBS_Sepi","M",2,39.8,"Recovery",1,0,1,15,"Sepi44",1000000000,2
"2062",6,"8w","PBS_Sepi","M",2,66.5,"Recovery",3,0,0,15,"Sepi44",1000000000,3
"2063",1,"8w","Sepi_Sepi","M",2,70.5,"Recovery",2,1,0,15,"Sepi44",1000000000,3
"2064",2,"8w","Sepi_Sepi","M",2,67.7,"Recovery",3,0,0,15,"Sepi44",1000000000,3
"2065",3,"8w","Sepi_Sepi","M",2,61.4,"Recovery",2,1,0,15,"Sepi44",1000000000,3
"2066",4,"8w","Sepi_Sepi","M",2,38.6,"Recovery",1,0,1,15,"Sepi44",1000000000,2
"2067",5,"8w","Sepi_Sepi","M",2,63.9,"Recovery",2,0,1,15,"Sepi44",1000000000,3
"2068",6,"8w","Sepi_Sepi","M",2,34.1,"Recovery",1,0,1,15,"Sepi44",1000000000,2
"2069",1,"8w","PBS_PBS","M",3,21,"Recovery",0,1,1,15,"PBS",0,2
"2070",2,"8w","PBS_PBS","M",3,20.7,"Recovery",0,1,1,15,"PBS",0,2
"2071",3,"8w","PBS_PBS","M",3,24.9,"Recovery",1,3,1,15,"PBS",0,5
"2072",4,"8w","PBS_PBS","M",3,26,"Recovery",0,2,2,15,"PBS",0,4
"2073",5,"8w","PBS_PBS","M",3,45.9,"Recovery",0,2,1,15,"PBS",0,3
"2074",6,"8w","PBS_PBS","M",3,46.3,"Recovery",0,2,2,15,"PBS",0,4
"2075",1,"8w","Sepi_PBS","M",3,47.3,"Recovery",0,2,2,15,"PBS",0,4
"2076",2,"8w","Sepi_PBS","M",3,59,"Recovery",1,2,2,15,"PBS",0,5
"2077",3,"8w","Sepi_PBS","M",3,28.8,"Recovery",1,2,2,15,"PBS",0,5
"2078",4,"8w","Sepi_PBS","M",3,52.4,"Recovery",1,2,1,15,"PBS",0,4
"2079",5,"8w","Sepi_PBS","M",3,58.9,"Recovery",0,3,2,15,"PBS",0,5
"2080",6,"8w","Sepi_PBS","M",3,30.8,"Recovery",1,3,1,15,"PBS",0,5
"2081",1,"8w","PBS_Sepi","M",3,29.4,"Recovery",0,3,2,15,"Sepi44",1000000000,5
"2082",2,"8w","PBS_Sepi","M",3,66.5,"Recovery",0,3,2,15,"Sepi44",1000000000,5
"2083",3,"8w","PBS_Sepi","M",3,NA,"Recovery",0,1,1,15,"Sepi44",1000000000,2
"2084",4,"8w","PBS_Sepi","M",3,59.8,"Recovery",0,3,3,15,"Sepi44",1000000000,6
"2085",5,"8w","PBS_Sepi","M",3,39.8,"Recovery",1,3,0,15,"Sepi44",1000000000,4
"2086",6,"8w","PBS_Sepi","M",3,60.9,"Recovery",0,3,3,15,"Sepi44",1000000000,6
"2087",1,"8w","Sepi_Sepi","M",3,57.7,"Recovery",0,2,2,15,"Sepi44",1000000000,4
"2088",2,"8w","Sepi_Sepi","M",3,50.1,"Recovery",0,3,3,15,"Sepi44",1000000000,6
"2089",3,"8w","Sepi_Sepi","M",3,60.7,"Recovery",0,3,2,15,"Sepi44",1000000000,5
"2090",4,"8w","Sepi_Sepi","M",3,58.1,"Recovery",1,3,1,15,"Sepi44",1000000000,5
"2091",5,"8w","Sepi_Sepi","M",3,55.6,"Recovery",1,3,2,15,"Sepi44",1000000000,6
"2092",6,"8w","Sepi_Sepi","M",3,56.7,"Recovery",0,3,2,15,"Sepi44",1000000000,5
"2093",1,"8w","PBS_PBS","M",4,9.9,"Recovery",1,1,0,15,"PBS",0,2
"2094",2,"8w","PBS_PBS","M",4,6.4,"Recovery",0,1,1,15,"PBS",0,2
"2095",3,"8w","PBS_PBS","M",4,19.2,"Recovery",1,1,1,15,"PBS",0,3
"2096",4,"8w","PBS_PBS","M",4,49,"Recovery",0,3,2,15,"PBS",0,5
"2097",5,"8w","PBS_PBS","M",4,27.2,"Recovery",0,2,1,15,"PBS",0,3
"2098",6,"8w","PBS_PBS","M",4,39.8,"Recovery",0,2,2,15,"PBS",0,4
"2099",1,"8w","Sepi_PBS","M",4,35.5,"Recovery",1,2,1,15,"PBS",0,4
"2100",2,"8w","Sepi_PBS","M",4,50.6,"Recovery",2,3,2,15,"PBS",0,7
"2101",3,"8w","Sepi_PBS","M",4,36.9,"Recovery",1,2,0,15,"PBS",0,3
"2102",4,"8w","Sepi_PBS","M",4,37.3,"Recovery",1,2,1,15,"PBS",0,4
"2103",5,"8w","Sepi_PBS","M",4,39.3,"Recovery",1,3,3,15,"PBS",0,7
"2104",6,"8w","Sepi_PBS","M",4,27.7,"Recovery",1,2,0,15,"PBS",0,3
"2105",1,"8w","PBS_Sepi","M",4,43.2,"Recovery",2,2,1,15,"Sepi44",1000000000,5
"2106",2,"8w","PBS_Sepi","M",4,53.1,"Recovery",2,3,2,15,"Sepi44",1000000000,7
"2107",3,"8w","PBS_Sepi","M",4,NA,"Recovery",0,1,1,15,"Sepi44",1000000000,2
"2108",4,"8w","PBS_Sepi","M",4,56.4,"Recovery",2,3,2,15,"Sepi44",1000000000,7
"2109",5,"8w","PBS_Sepi","M",4,58.5,"Recovery",2,3,3,15,"Sepi44",1000000000,8
"2110",6,"8w","PBS_Sepi","M",4,34.9,"Recovery",0,3,3,15,"Sepi44",1000000000,6
"2111",1,"8w","Sepi_Sepi","M",4,36.4,"Recovery",2,3,3,15,"Sepi44",1000000000,8
"2112",2,"8w","Sepi_Sepi","M",4,31.1,"Recovery",1,3,2,15,"Sepi44",1000000000,6
"2113",3,"8w","Sepi_Sepi","M",4,50.4,"Recovery",2,3,2,15,"Sepi44",1000000000,7
"2114",4,"8w","Sepi_Sepi","M",4,28.3,"Recovery",2,3,0,15,"Sepi44",1000000000,5
"2115",5,"8w","Sepi_Sepi","M",4,49.4,"Recovery",1,2,2,15,"Sepi44",1000000000,5
"2116",6,"8w","Sepi_Sepi","M",4,45.7,"Recovery",2,3,0,15,"Sepi44",1000000000,5
"2117",1,"8w","PBS_PBS","M",5,6.6,"Recovery",0,0,1,15,"PBS",0,1
"2118",2,"8w","PBS_PBS","M",5,12.4,"Recovery",0,1,0,15,"PBS",0,1
"2119",3,"8w","PBS_PBS","M",5,13.6,"Recovery",0,1,0,15,"PBS",0,1
"2120",4,"8w","PBS_PBS","M",5,34,"Recovery",1,3,2,15,"PBS",0,6
"2121",5,"8w","PBS_PBS","M",5,8.5,"Recovery",0,2,0,15,"PBS",0,2
"2122",6,"8w","PBS_PBS","M",5,32.3,"Recovery",0,2,0,15,"PBS",0,2
"2123",1,"8w","Sepi_PBS","M",5,33,"Recovery",0,2,0,15,"PBS",0,2
"2124",2,"8w","Sepi_PBS","M",5,44,"Recovery",1,3,1,15,"PBS",0,5
"2125",3,"8w","Sepi_PBS","M",5,30.9,"Recovery",0,2,1,15,"PBS",0,3
"2126",4,"8w","Sepi_PBS","M",5,33.2,"Recovery",0,1,1,15,"PBS",0,2
"2127",5,"8w","Sepi_PBS","M",5,38.2,"Recovery",0,3,2,15,"PBS",0,5
"2128",6,"8w","Sepi_PBS","M",5,18.6,"Recovery",0,1,1,15,"PBS",0,2
"2129",1,"8w","PBS_Sepi","M",5,21.2,"Recovery",0,3,1,15,"Sepi44",1000000000,4
"2130",2,"8w","PBS_Sepi","M",5,42.8,"Recovery",1,3,1,15,"Sepi44",1000000000,5
"2131",3,"8w","PBS_Sepi","M",5,NA,"Recovery",0,1,1,15,"Sepi44",1000000000,2
"2132",4,"8w","PBS_Sepi","M",5,64.4,"Recovery",2,3,1,15,"Sepi44",1000000000,6
"2133",5,"8w","PBS_Sepi","M",5,29.2,"Recovery",2,3,2,15,"Sepi44",1000000000,7
"2134",6,"8w","PBS_Sepi","M",5,33.1,"Recovery",2,3,3,15,"Sepi44",1000000000,8
"2135",1,"8w","Sepi_Sepi","M",5,47.5,"Recovery",1,2,1,15,"Sepi44",1000000000,4
"2136",2,"8w","Sepi_Sepi","M",5,42.6,"Recovery",1,3,2,15,"Sepi44",1000000000,6
"2137",3,"8w","Sepi_Sepi","M",5,70.1,"Recovery",2,3,1,15,"Sepi44",1000000000,6
"2138",4,"8w","Sepi_Sepi","M",5,25.5,"Recovery",1,2,2,15,"Sepi44",1000000000,5
"2139",5,"8w","Sepi_Sepi","M",5,31.4,"Recovery",2,2,1,15,"Sepi44",1000000000,5
"2140",6,"8w","Sepi_Sepi","M",5,32.3,"Recovery",1,2,1,15,"Sepi44",1000000000,4
"2141",1,"8w","PBS_PBS","M",6,9.2,"Recovery",0,1,0,15,"PBS",0,1
"2142",2,"8w","PBS_PBS","M",6,10.5,"Recovery",0,1,0,15,"PBS",0,1
"2143",3,"8w","PBS_PBS","M",6,15.1,"Recovery",0,1,0,15,"PBS",0,1
"2144",4,"8w","PBS_PBS","M",6,44.8,"Recovery",1,3,1,15,"PBS",0,5
"2145",5,"8w","PBS_PBS","M",6,10.4,"Recovery",0,1,0,15,"PBS",0,1
"2146",6,"8w","PBS_PBS","M",6,10.2,"Recovery",0,1,0,15,"PBS",0,1
"2147",1,"8w","Sepi_PBS","M",6,29.8,"Recovery",0,2,0,15,"PBS",0,2
"2148",2,"8w","Sepi_PBS","M",6,47.8,"Recovery",0,3,1,15,"PBS",0,4
"2149",3,"8w","Sepi_PBS","M",6,29.1,"Recovery",0,2,1,15,"PBS",0,3
"2150",4,"8w","Sepi_PBS","M",6,26.5,"Recovery",0,1,0,15,"PBS",0,1
"2151",5,"8w","Sepi_PBS","M",6,39.5,"Recovery",1,2,2,15,"PBS",0,5
"2152",6,"8w","Sepi_PBS","M",6,9.6,"Recovery",1,1,0,15,"PBS",0,2
"2153",1,"8w","PBS_Sepi","M",6,23.7,"Recovery",0,2,0,15,"Sepi44",1000000000,2
"2154",2,"8w","PBS_Sepi","M",6,26.2,"Recovery",2,3,0,15,"Sepi44",1000000000,5
"2155",3,"8w","PBS_Sepi","M",6,NA,"Recovery",0,1,0,15,"Sepi44",1000000000,1
"2156",4,"8w","PBS_Sepi","M",6,47.5,"Recovery",1,3,1,15,"Sepi44",1000000000,5
"2157",5,"8w","PBS_Sepi","M",6,38.6,"Recovery",2,3,2,15,"Sepi44",1000000000,7
"2158",6,"8w","PBS_Sepi","M",6,26.3,"Recovery",3,3,2,15,"Sepi44",1000000000,8
"2159",1,"8w","Sepi_Sepi","M",6,41.4,"Recovery",2,2,1,15,"Sepi44",1000000000,5
"2160",2,"8w","Sepi_Sepi","M",6,34.6,"Recovery",0,3,2,15,"Sepi44",1000000000,5
"2161",3,"8w","Sepi_Sepi","M",6,77.5,"Recovery",2,3,1,15,"Sepi44",1000000000,6
"2162",4,"8w","Sepi_Sepi","M",6,28.3,"Recovery",0,2,1,15,"Sepi44",1000000000,3
"2163",5,"8w","Sepi_Sepi","M",6,39.4,"Recovery",1,3,1,15,"Sepi44",1000000000,5
"2164",6,"8w","Sepi_Sepi","M",6,10.8,"Recovery",1,2,0,15,"Sepi44",1000000000,3
"2165",1,"8w","PBS_fed_PBS","FALSE",0,10.1,"Baseline",NA,NA,NA,16,"PBS",0,NA
"2166",2,"8w","PBS_fed_PBS","FALSE",0,11.3,"Baseline",NA,NA,NA,16,"PBS",0,NA
"2167",3,"8w","PBS_fed_PBS","FALSE",0,9.1,"Baseline",NA,NA,NA,16,"PBS",0,NA
"2168",4,"8w","PBS_fed_PBS","FALSE",0,12.3,"Baseline",NA,NA,NA,16,"PBS",0,NA
"2169",5,"8w","PBS_fed_PBS","FALSE",0,9.4,"Baseline",NA,NA,NA,16,"PBS",0,NA
"2170",1,"8w","Lacto_fed_PBS","FALSE",0,9.9,"Baseline",NA,NA,NA,16,"PBS",0,NA
"2171",2,"8w","Lacto_fed_PBS","FALSE",0,9.9,"Baseline",NA,NA,NA,16,"PBS",0,NA
"2172",3,"8w","Lacto_fed_PBS","FALSE",0,9.9,"Baseline",NA,NA,NA,16,"PBS",0,NA
"2173",4,"8w","Lacto_fed_PBS","FALSE",0,10,"Baseline",NA,NA,NA,16,"PBS",0,NA
"2174",5,"8w","Lacto_fed_PBS","FALSE",0,8.6,"Baseline",NA,NA,NA,16,"PBS",0,NA
"2175",1,"8w","PBS_fed_Sepi","FALSE",0,11.1,"Baseline",NA,NA,NA,16,"Sepi44",1000000000,NA
"2176",2,"8w","PBS_fed_Sepi","FALSE",0,10.8,"Baseline",NA,NA,NA,16,"Sepi44",1000000000,NA
"2177",3,"8w","PBS_fed_Sepi","FALSE",0,9.9,"Baseline",NA,NA,NA,16,"Sepi44",1000000000,NA
"2178",4,"8w","PBS_fed_Sepi","FALSE",0,8.2,"Baseline",NA,NA,NA,16,"Sepi44",1000000000,NA
"2179",5,"8w","PBS_fed_Sepi","FALSE",0,10.2,"Baseline",NA,NA,NA,16,"Sepi44",1000000000,NA
"2180",1,"8w","Lacto_fed_Sepi","FALSE",0,12.6,"Baseline",NA,NA,NA,16,"Sepi44",1000000000,NA
"2181",2,"8w","Lacto_fed_Sepi","FALSE",0,13.6,"Baseline",NA,NA,NA,16,"Sepi44",1000000000,NA
"2182",3,"8w","Lacto_fed_Sepi","FALSE",0,10.9,"Baseline",NA,NA,NA,16,"Sepi44",1000000000,NA
"2183",4,"8w","Lacto_fed_Sepi","FALSE",0,7.6,"Baseline",NA,NA,NA,16,"Sepi44",1000000000,NA
"2184",5,"8w","Lacto_fed_Sepi","FALSE",0,10,"Baseline",NA,NA,NA,16,"L_reuteri",100000000,NA
"2185",1,"8w","Lacto_fed_Lacto","FALSE",0,10.3,"Baseline",NA,NA,NA,16,"L_reuteri",100000000,NA
"2186",2,"8w","Lacto_fed_Lacto","FALSE",0,14,"Baseline",NA,NA,NA,16,"L_reuteri",100000000,NA
"2187",3,"8w","Lacto_fed_Lacto","FALSE",0,13.4,"Baseline",NA,NA,NA,16,"L_reuteri",100000000,NA
"2188",4,"8w","Lacto_fed_Lacto","FALSE",0,14,"Baseline",NA,NA,NA,16,"L_reuteri",100000000,NA
"2189",5,"8w","Lacto_fed_Lacto","FALSE",0,10.5,"Baseline",NA,NA,NA,16,"L_reuteri",100000000,NA
"2190",1,"8w","PBS_fed_PBS","FALSE",0,65.1,"Tapestrip",NA,NA,NA,16,"PBS",0,NA
"2191",2,"8w","PBS_fed_PBS","FALSE",0,63.2,"Tapestrip",NA,NA,NA,16,"PBS",0,NA
"2192",3,"8w","PBS_fed_PBS","FALSE",0,59,"Tapestrip",NA,NA,NA,16,"PBS",0,NA
"2193",4,"8w","PBS_fed_PBS","FALSE",0,65,"Tapestrip",NA,NA,NA,16,"PBS",0,NA
"2194",5,"8w","PBS_fed_PBS","FALSE",0,60.8,"Tapestrip",NA,NA,NA,16,"PBS",0,NA
"2195",1,"8w","Lacto_fed_PBS","FALSE",0,68.8,"Tapestrip",NA,NA,NA,16,"PBS",0,NA
