"","Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"1232","d4","GO:0021543","pallium development","11/314","181/23006",4.12821840718492e-05,0.000287803428624607,0.000142272233919385,"ENSMUSG00000001847/ENSMUSG00000003873/ENSMUSG00000026043/ENSMUSG00000024621/ENSMUSG00000020849/ENSMUSG00000013236/ENSMUSG00000021109/ENSMUSG00000026289/ENSMUSG00000006932/ENSMUSG00000007815/ENSMUSG00000001911",11
"1233","d4","GO:0002686","negative regulation of leukocyte migration","6/314","47/23006",4.13200927488512e-05,0.000287803428624607,0.000142272233919385,"ENSMUSG00000022548/ENSMUSG00000044456/ENSMUSG00000061353/ENSMUSG00000029163/ENSMUSG00000024190/ENSMUSG00000004665",6
"1234","d4","GO:0009262","deoxyribonucleotide metabolic process","6/314","47/23006",4.13200927488512e-05,0.000287803428624607,0.000142272233919385,"ENSMUSG00000027639/ENSMUSG00000020857/ENSMUSG00000115338/ENSMUSG00000037601/ENSMUSG00000029780/ENSMUSG00000025041",6
"1235","d4","GO:0019883","antigen processing and presentation of endogenous antigen","6/314","47/23006",4.13200927488512e-05,0.000287803428624607,0.000142272233919385,"ENSMUSG00000061232/ENSMUSG00000073411/ENSMUSG00000067212/ENSMUSG00000035929/ENSMUSG00000060802/ENSMUSG00000006611",6
"1236","d4","GO:0050820","positive regulation of coagulation","5/314","29/23006",4.16328566845839e-05,0.000289562242005948,0.000143141682591372,"ENSMUSG00000005161/ENSMUSG00000056071/ENSMUSG00000064210/ENSMUSG00000032038/ENSMUSG00000001930",5
"1237","d4","GO:0031341","regulation of cell killing","10/314","150/23006",4.22082738515537e-05,0.000292717119957528,0.000144701259334634,"ENSMUSG00000061232/ENSMUSG00000073411/ENSMUSG00000115338/ENSMUSG00000067212/ENSMUSG00000043505/ENSMUSG00000034116/ENSMUSG00000035929/ENSMUSG00000022488/ENSMUSG00000060802/ENSMUSG00000006611",10
"1238","d4","GO:0090277","positive regulation of peptide hormone secretion","10/314","150/23006",4.22082738515537e-05,0.000292717119957528,0.000144701259334634,"ENSMUSG00000030805/ENSMUSG00000001847/ENSMUSG00000020612/ENSMUSG00000040249/ENSMUSG00000006740/ENSMUSG00000024990/ENSMUSG00000021109/ENSMUSG00000051314/ENSMUSG00000028029/ENSMUSG00000006611",10
"1239","d4","GO:0032663","regulation of interleukin-2 production","7/314","69/23006",4.31451796624906e-05,0.000298353573320763,0.000147487573643682,"ENSMUSG00000030744/ENSMUSG00000115338/ENSMUSG00000028455/ENSMUSG00000022475/ENSMUSG00000049103/ENSMUSG00000016494/ENSMUSG00000028525",7
"1240","d4","GO:0070098","chemokine-mediated signaling pathway","7/314","69/23006",4.31451796624906e-05,0.000298353573320763,0.000147487573643682,"ENSMUSG00000023992/ENSMUSG00000061353/ENSMUSG00000021109/ENSMUSG00000037872/ENSMUSG00000049103/ENSMUSG00000035373/ENSMUSG00000045382",7
"1241","d4","GO:0009141","nucleoside triphosphate metabolic process","11/314","182/23006",4.34124555659584e-05,0.000299770490589075,0.000148188010000557,"ENSMUSG00000027639/ENSMUSG00000020857/ENSMUSG00000115338/ENSMUSG00000037601/ENSMUSG00000015656/ENSMUSG00000023992/ENSMUSG00000005686/ENSMUSG00000028455/ENSMUSG00000004040/ENSMUSG00000007815/ENSMUSG00000021764",11
"1242","d4","GO:0045787","positive regulation of cell cycle","16/314","363/23006",4.37031236525807e-05,0.000301344637409329,0.000148966170933889,"ENSMUSG00000034165/ENSMUSG00000031446/ENSMUSG00000058587/ENSMUSG00000024621/ENSMUSG00000022018/ENSMUSG00000045983/ENSMUSG00000003814/ENSMUSG00000006699/ENSMUSG00000021190/ENSMUSG00000055204/ENSMUSG00000007815/ENSMUSG00000032369/ENSMUSG00000059552/ENSMUSG00000030717/ENSMUSG00000042029/ENSMUSG00000039239",16
"1243","d4","GO:0006869","lipid transport","18/314","444/23006",4.39717419108623e-05,0.000302762452182814,0.00014966705096187,"ENSMUSG00000022548/ENSMUSG00000030105/ENSMUSG00000020681/ENSMUSG00000021486/ENSMUSG00000064210/ENSMUSG00000026385/ENSMUSG00000040249/ENSMUSG00000037936/ENSMUSG00000023992/ENSMUSG00000054342/ENSMUSG00000024990/ENSMUSG00000062515/ENSMUSG00000016024/ENSMUSG00000032369/ENSMUSG00000046402/ENSMUSG00000021025/ENSMUSG00000026321/ENSMUSG00000041324",18
"1244","d4","GO:0043299","leukocyte degranulation","8/314","94/23006",4.43260349211563e-05,0.000304765270144603,0.000150657120423236,"ENSMUSG00000030805/ENSMUSG00000030748/ENSMUSG00000050732/ENSMUSG00000053158/ENSMUSG00000005413/ENSMUSG00000028874/ENSMUSG00000049103/ENSMUSG00000022488",8
"1245","d4","GO:0060840","artery development","9/314","122/23006",4.63683355735473e-05,0.000318351743952097,0.000157373433668415,"ENSMUSG00000026043/ENSMUSG00000040249/ENSMUSG00000024529/ENSMUSG00000001751/ENSMUSG00000035247/ENSMUSG00000006932/ENSMUSG00000045382/ENSMUSG00000056492/ENSMUSG00000039239",9
"1246","d4","GO:0042417","dopamine metabolic process","6/314","48/23006",4.66857165634021e-05,0.000320073543229259,0.000158224584854116,"ENSMUSG00000000326/ENSMUSG00000028964/ENSMUSG00000037580/ENSMUSG00000031696/ENSMUSG00000021764/ENSMUSG00000039239",6
"1247","d4","GO:0006801","superoxide metabolic process","7/314","70/23006",4.73848004021988e-05,0.000324403633522745,0.000160365113971754,"ENSMUSG00000005161/ENSMUSG00000060803/ENSMUSG00000006519/ENSMUSG00000001751/ENSMUSG00000037580/ENSMUSG00000022982/ENSMUSG00000028691",7
"1248","d4","GO:0060395","SMAD protein signal transduction","8/314","95/23006",4.7835677670015e-05,0.000327024561709946,0.000161660738940217,"ENSMUSG00000040249/ENSMUSG00000039153/ENSMUSG00000052684/ENSMUSG00000026728/ENSMUSG00000032554/ENSMUSG00000026971/ENSMUSG00000039239/ENSMUSG00000041324",8
"1249","d4","GO:0043409","negative regulation of MAPK cascade","11/314","184/23006",4.79581862341675e-05,0.000327396367956547,0.000161844536977446,"ENSMUSG00000018501/ENSMUSG00000109324/ENSMUSG00000039844/ENSMUSG00000060803/ENSMUSG00000023992/ENSMUSG00000071866/ENSMUSG00000020484/ENSMUSG00000029163/ENSMUSG00000024190/ENSMUSG00000004266/ENSMUSG00000027843",11
"1250","d4","GO:0036336","dendritic cell migration","5/314","30/23006",4.94040910312557e-05,0.000335836013431704,0.000166016576278633,"ENSMUSG00000064210/ENSMUSG00000003814/ENSMUSG00000006699/ENSMUSG00000025701/ENSMUSG00000015766",5
"1251","d4","GO:0071605","monocyte chemotactic protein-1 production","5/314","30/23006",4.94040910312557e-05,0.000335836013431704,0.000166016576278633,"ENSMUSG00000022548/ENSMUSG00000042682/ENSMUSG00000021709/ENSMUSG00000060803/ENSMUSG00000047139",5
"1252","d4","GO:0071637","regulation of monocyte chemotactic protein-1 production","5/314","30/23006",4.94040910312557e-05,0.000335836013431704,0.000166016576278633,"ENSMUSG00000022548/ENSMUSG00000042682/ENSMUSG00000021709/ENSMUSG00000060803/ENSMUSG00000047139",5
"1253","d4","GO:0072331","signal transduction by p53 class mediator","10/314","153/23006",4.99440544175882e-05,0.000339027013461764,0.000167594009545787,"ENSMUSG00000003873/ENSMUSG00000027997/ENSMUSG00000020108/ENSMUSG00000041560/ENSMUSG00000049086/ENSMUSG00000059552/ENSMUSG00000059518/ENSMUSG00000020124/ENSMUSG00000055024/ENSMUSG00000030717",10
"1254","d4","GO:0002534","cytokine production involved in inflammatory response","7/314","71/23006",5.19598178694991e-05,0.00035171673898706,0.000173867025843528,"ENSMUSG00000022548/ENSMUSG00000025701/ENSMUSG00000023992/ENSMUSG00000021109/ENSMUSG00000004040/ENSMUSG00000026971/ENSMUSG00000003363",7
"1255","d4","GO:0050994","regulation of lipid catabolic process","7/314","71/23006",5.19598178694991e-05,0.00035171673898706,0.000173867025843528,"ENSMUSG00000009281/ENSMUSG00000026385/ENSMUSG00000037936/ENSMUSG00000043505/ENSMUSG00000028991/ENSMUSG00000039206/ENSMUSG00000020573",7
"1256","d4","GO:0002701","negative regulation of production of molecular mediator of immune response","6/314","49/23006",5.25948957228984e-05,0.000355514864759845,0.000175744584568187,"ENSMUSG00000005413/ENSMUSG00000023010/ENSMUSG00000046718/ENSMUSG00000006611/ENSMUSG00000039239/ENSMUSG00000020101",6
"1257","d4","GO:0060560","developmental growth involved in morphogenesis","14/314","292/23006",5.34751524910644e-05,0.000360957279314685,0.000178434978078552,"ENSMUSG00000024621/ENSMUSG00000000861/ENSMUSG00000040249/ENSMUSG00000021270/ENSMUSG00000028364/ENSMUSG00000026193/ENSMUSG00000061353/ENSMUSG00000013236/ENSMUSG00000006932/ENSMUSG00000001911/ENSMUSG00000025809/ENSMUSG00000045382/ENSMUSG00000055024/ENSMUSG00000045092",14
"1258","d4","GO:0017014","protein nitrosylation","4/314","16/23006",5.44310604368656e-05,0.000365357090027341,0.000180609972663931,"ENSMUSG00000020681/ENSMUSG00000056071/ENSMUSG00000056054/ENSMUSG00000057666",4
"1259","d4","GO:0034162","toll-like receptor 9 signaling pathway","4/314","16/23006",5.44310604368656e-05,0.000365357090027341,0.000180609972663931,"ENSMUSG00000052688/ENSMUSG00000020641/ENSMUSG00000013236/ENSMUSG00000027843",4
"1260","d4","GO:0042416","dopamine biosynthetic process","4/314","16/23006",5.44310604368656e-05,0.000365357090027341,0.000180609972663931,"ENSMUSG00000028964/ENSMUSG00000037580/ENSMUSG00000031696/ENSMUSG00000039239",4
"1261","d4","GO:1904748","regulation of apoptotic process involved in development","4/314","16/23006",5.44310604368656e-05,0.000365357090027341,0.000180609972663931,"ENSMUSG00000003873/ENSMUSG00000030341/ENSMUSG00000029287/ENSMUSG00000039239",4
"1262","d4","GO:0007033","vacuole organization","12/314","221/23006",5.59737669103595e-05,0.000375188178202494,0.000185469855269297,"ENSMUSG00000030105/ENSMUSG00000052688/ENSMUSG00000020149/ENSMUSG00000025949/ENSMUSG00000026878/ENSMUSG00000001751/ENSMUSG00000026289/ENSMUSG00000028419/ENSMUSG00000031696/ENSMUSG00000028991/ENSMUSG00000000134/ENSMUSG00000030717",12
"1263","d4","GO:0002360","T cell lineage commitment","5/314","31/23006",5.82503069289152e-05,0.000386929485540182,0.000191274032210656,"ENSMUSG00000021477/ENSMUSG00000028991/ENSMUSG00000004040/ENSMUSG00000007815/ENSMUSG00000059552",5
"1264","d4","GO:0002729","positive regulation of natural killer cell cytokine production","5/314","31/23006",5.82503069289152e-05,0.000386929485540182,0.000191274032210656,"ENSMUSG00000061232/ENSMUSG00000073411/ENSMUSG00000067212/ENSMUSG00000043505/ENSMUSG00000035929",5
"1265","d4","GO:0009162","deoxyribonucleoside monophosphate metabolic process","5/314","31/23006",5.82503069289152e-05,0.000386929485540182,0.000191274032210656,"ENSMUSG00000020857/ENSMUSG00000115338/ENSMUSG00000037601/ENSMUSG00000029780/ENSMUSG00000025041",5
"1266","d4","GO:0048535","lymph node development","5/314","31/23006",5.82503069289152e-05,0.000386929485540182,0.000191274032210656,"ENSMUSG00000075376/ENSMUSG00000056481/ENSMUSG00000031536/ENSMUSG00000028163/ENSMUSG00000026321",5
"1267","d4","GO:0060561","apoptotic process involved in morphogenesis","5/314","31/23006",5.82503069289152e-05,0.000386929485540182,0.000191274032210656,"ENSMUSG00000003873/ENSMUSG00000030341/ENSMUSG00000024913/ENSMUSG00000029287/ENSMUSG00000039239",5
"1268","d4","GO:1902235","regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway","5/314","31/23006",5.82503069289152e-05,0.000386929485540182,0.000191274032210656,"ENSMUSG00000028466/ENSMUSG00000028964/ENSMUSG00000020484/ENSMUSG00000023010/ENSMUSG00000017707",5
"1269","d4","GO:0060041","retina development in camera-type eye","11/314","188/23006",5.82890028154582e-05,0.000386929485540182,0.000191274032210656,"ENSMUSG00000003873/ENSMUSG00000061780/ENSMUSG00000032011/ENSMUSG00000001751/ENSMUSG00000024913/ENSMUSG00000024990/ENSMUSG00000021109/ENSMUSG00000004040/ENSMUSG00000023175/ENSMUSG00000001911/ENSMUSG00000039239",11
"1270","d4","GO:0044772","mitotic cell cycle phase transition","18/314","454/23006",5.85442011815945e-05,0.000388087490867232,0.000191846478499976,"ENSMUSG00000034165/ENSMUSG00000000902/ENSMUSG00000001175/ENSMUSG00000031446/ENSMUSG00000058587/ENSMUSG00000022018/ENSMUSG00000045983/ENSMUSG00000029580/ENSMUSG00000055204/ENSMUSG00000015766/ENSMUSG00000037935/ENSMUSG00000041560/ENSMUSG00000049086/ENSMUSG00000059552/ENSMUSG00000001911/ENSMUSG00000004266/ENSMUSG00000025809/ENSMUSG00000041324",18
"1271","d4","GO:0060759","regulation of response to cytokine stimulus","10/314","156/23006",5.8857203342052e-05,0.000389624957661022,0.000192606507094405,"ENSMUSG00000027639/ENSMUSG00000017837/ENSMUSG00000035692/ENSMUSG00000023992/ENSMUSG00000030341/ENSMUSG00000021109/ENSMUSG00000047139/ENSMUSG00000078945/ENSMUSG00000019471/ENSMUSG00000045382",10
"1272","d4","GO:0045214","sarcomere organization","6/314","50/23006",5.90872836065587e-05,0.000390610020650786,0.000193093461376968,"ENSMUSG00000020612/ENSMUSG00000030470/ENSMUSG00000005103/ENSMUSG00000062825/ENSMUSG00000025809/ENSMUSG00000055024",6
"1273","d4","GO:1901874","negative regulation of post-translational protein modification","8/314","98/23006",5.97827996469329e-05,0.000394665020746098,0.000195098002896367,"ENSMUSG00000030744/ENSMUSG00000028964/ENSMUSG00000015837/ENSMUSG00000035692/ENSMUSG00000071866/ENSMUSG00000024927/ENSMUSG00000028991/ENSMUSG00000006932",8
"1274","d4","GO:0030239","myofibril assembly","7/314","73/23006",6.21969077584289e-05,0.000409477176283574,0.000202420217463265,"ENSMUSG00000020612/ENSMUSG00000058587/ENSMUSG00000030470/ENSMUSG00000005103/ENSMUSG00000062825/ENSMUSG00000025809/ENSMUSG00000055024",7
"1275","d4","GO:0048662","negative regulation of smooth muscle cell proliferation","7/314","73/23006",6.21969077584289e-05,0.000409477176283574,0.000202420217463265,"ENSMUSG00000022548/ENSMUSG00000000326/ENSMUSG00000028964/ENSMUSG00000060803/ENSMUSG00000005413/ENSMUSG00000007815/ENSMUSG00000059552",7
"1276","d4","GO:0009205","purine ribonucleoside triphosphate metabolic process","10/314","158/23006",6.55231191188767e-05,0.000430785376860905,0.000212953675356476,"ENSMUSG00000020857/ENSMUSG00000115338/ENSMUSG00000037601/ENSMUSG00000015656/ENSMUSG00000023992/ENSMUSG00000005686/ENSMUSG00000028455/ENSMUSG00000004040/ENSMUSG00000007815/ENSMUSG00000021764",10
"1277","d4","GO:1902041","regulation of extrinsic apoptotic signaling pathway via death domain receptors","6/314","51/23006",6.62042610508064e-05,0.000434075959904742,0.000214580336313162,"ENSMUSG00000030805/ENSMUSG00000028964/ENSMUSG00000037613/ENSMUSG00000050335/ENSMUSG00000063856/ENSMUSG00000005413",6
"1278","d4","GO:2000404","regulation of T cell migration","6/314","51/23006",6.62042610508064e-05,0.000434075959904742,0.000214580336313162,"ENSMUSG00000022548/ENSMUSG00000042682/ENSMUSG00000061353/ENSMUSG00000007815/ENSMUSG00000049103/ENSMUSG00000054693",6
"1279","d4","GO:0046883","regulation of hormone secretion","15/314","337/23006",6.76809964152334e-05,0.000443153772168408,0.000219067845847099,"ENSMUSG00000030805/ENSMUSG00000001847/ENSMUSG00000020612/ENSMUSG00000040249/ENSMUSG00000050732/ENSMUSG00000006740/ENSMUSG00000025701/ENSMUSG00000024913/ENSMUSG00000024990/ENSMUSG00000021109/ENSMUSG00000027204/ENSMUSG00000051314/ENSMUSG00000028029/ENSMUSG00000006611/ENSMUSG00000041324",15
"1280","d4","GO:0002370","natural killer cell cytokine production","5/314","32/23006",6.82704709004252e-05,0.000444590627571061,0.000219778138385765,"ENSMUSG00000061232/ENSMUSG00000073411/ENSMUSG00000067212/ENSMUSG00000043505/ENSMUSG00000035929",5
"1281","d4","GO:0002727","regulation of natural killer cell cytokine production","5/314","32/23006",6.82704709004252e-05,0.000444590627571061,0.000219778138385765,"ENSMUSG00000061232/ENSMUSG00000073411/ENSMUSG00000067212/ENSMUSG00000043505/ENSMUSG00000035929",5
"1282","d4","GO:0050858","negative regulation of antigen receptor-mediated signaling pathway","5/314","32/23006",6.82704709004252e-05,0.000444590627571061,0.000219778138385765,"ENSMUSG00000036504/ENSMUSG00000032011/ENSMUSG00000050335/ENSMUSG00000004266/ENSMUSG00000027843",5
"1283","d4","GO:2000629","negative regulation of miRNA metabolic process","5/314","32/23006",6.82704709004252e-05,0.000444590627571061,0.000219778138385765,"ENSMUSG00000018501/ENSMUSG00000021109/ENSMUSG00000024927/ENSMUSG00000026313/ENSMUSG00000055024",5
"1284","d4","GO:0032091","negative regulation of protein binding","8/314","100/23006",6.90504009883393e-05,0.000448711126972528,0.000221815058715421,"ENSMUSG00000003873/ENSMUSG00000020681/ENSMUSG00000028964/ENSMUSG00000029580/ENSMUSG00000023010/ENSMUSG00000032369/ENSMUSG00000060802/ENSMUSG00000006611",8
"1285","d4","GO:0051701","biological process involved in interaction with host","10/314","159/23006",6.90899363211966e-05,0.000448711126972528,0.000221815058715421,"ENSMUSG00000030105/ENSMUSG00000050732/ENSMUSG00000025949/ENSMUSG00000037936/ENSMUSG00000028419/ENSMUSG00000023175/ENSMUSG00000060591/ENSMUSG00000028268/ENSMUSG00000068220/ENSMUSG00000026879",10
"1286","d4","GO:0001845","phagolysosome assembly","4/314","17/23006",7.04155570244242e-05,0.000454631571625243,0.000224741760772318,"ENSMUSG00000030105/ENSMUSG00000052688/ENSMUSG00000025949/ENSMUSG00000026878",4
"1287","d4","GO:0002431","Fc receptor mediated stimulatory signaling pathway","4/314","17/23006",7.04155570244242e-05,0.000454631571625243,0.000224741760772318,"ENSMUSG00000020437/ENSMUSG00000039844/ENSMUSG00000055447/ENSMUSG00000032369",4
"1288","d4","GO:0060100","positive regulation of phagocytosis, engulfment","4/314","17/23006",7.04155570244242e-05,0.000454631571625243,0.000224741760772318,"ENSMUSG00000064210/ENSMUSG00000023992/ENSMUSG00000016024/ENSMUSG00000022488",4
"1289","d4","GO:1905155","positive regulation of membrane invagination","4/314","17/23006",7.04155570244242e-05,0.000454631571625243,0.000224741760772318,"ENSMUSG00000064210/ENSMUSG00000023992/ENSMUSG00000016024/ENSMUSG00000022488",4
"1290","d4","GO:1902806","regulation of cell cycle G1/S phase transition","11/314","192/23006",7.04745153684573e-05,0.000454631571625243,0.000224741760772318,"ENSMUSG00000000902/ENSMUSG00000031446/ENSMUSG00000024621/ENSMUSG00000022018/ENSMUSG00000045983/ENSMUSG00000029580/ENSMUSG00000055204/ENSMUSG00000037935/ENSMUSG00000059552/ENSMUSG00000004266/ENSMUSG00000041324",11
"1291","d4","GO:0043280","positive regulation of cysteine-type endopeptidase activity involved in apoptotic process","9/314","129/23006",7.16945653636915e-05,0.00046126383017122,0.000228020339640459,"ENSMUSG00000030744/ENSMUSG00000003873/ENSMUSG00000056071/ENSMUSG00000056054/ENSMUSG00000037613/ENSMUSG00000028191/ENSMUSG00000007815/ENSMUSG00000049086/ENSMUSG00000026879",9
"1292","d4","GO:1904035","regulation of epithelial cell apoptotic process","9/314","129/23006",7.16945653636915e-05,0.00046126383017122,0.000228020339640459,"ENSMUSG00000003873/ENSMUSG00000064210/ENSMUSG00000022018/ENSMUSG00000020484/ENSMUSG00000056481/ENSMUSG00000005413/ENSMUSG00000028991/ENSMUSG00000030717/ENSMUSG00000026879",9
"1293","d4","GO:0035904","aorta development","7/314","75/23006",7.4026092523109e-05,0.000474919750565575,0.000234770982987604,"ENSMUSG00000026043/ENSMUSG00000040249/ENSMUSG00000024529/ENSMUSG00000001751/ENSMUSG00000035247/ENSMUSG00000045382/ENSMUSG00000039239",7
"1294","d4","GO:0046637","regulation of alpha-beta T cell differentiation","7/314","75/23006",7.4026092523109e-05,0.000474919750565575,0.000234770982987604,"ENSMUSG00000030748/ENSMUSG00000115338/ENSMUSG00000075376/ENSMUSG00000043505/ENSMUSG00000007815/ENSMUSG00000049103/ENSMUSG00000022488",7
"1295","d4","GO:2001237","negative regulation of extrinsic apoptotic signaling pathway","8/314","101/23006",7.41135690645403e-05,0.000474919750565575,0.000234770982987604,"ENSMUSG00000005161/ENSMUSG00000028964/ENSMUSG00000037613/ENSMUSG00000060803/ENSMUSG00000050335/ENSMUSG00000063856/ENSMUSG00000024927/ENSMUSG00000005413",8
"1296","d4","GO:0016485","protein processing","13/314","264/23006",7.52722211989512e-05,0.000481702123944287,0.000238123769354591,"ENSMUSG00000020681/ENSMUSG00000021190/ENSMUSG00000044258/ENSMUSG00000001751/ENSMUSG00000027997/ENSMUSG00000028455/ENSMUSG00000031696/ENSMUSG00000032359/ENSMUSG00000000957/ENSMUSG00000026879/ENSMUSG00000035413/ENSMUSG00000054693/ENSMUSG00000020101",13
"1297","d4","GO:0071214","cellular response to abiotic stimulus","15/314","341/23006",7.72336725233797e-05,0.000492941607101411,0.000243679875424992,"ENSMUSG00000001847/ENSMUSG00000003873/ENSMUSG00000031446/ENSMUSG00000031740/ENSMUSG00000022400/ENSMUSG00000029580/ENSMUSG00000004655/ENSMUSG00000028991/ENSMUSG00000006932/ENSMUSG00000004665/ENSMUSG00000026971/ENSMUSG00000059552/ENSMUSG00000020124/ENSMUSG00000055024/ENSMUSG00000038235",15
"1298","d4","GO:0104004","cellular response to environmental stimulus","15/314","341/23006",7.72336725233797e-05,0.000492941607101411,0.000243679875424992,"ENSMUSG00000001847/ENSMUSG00000003873/ENSMUSG00000031446/ENSMUSG00000031740/ENSMUSG00000022400/ENSMUSG00000029580/ENSMUSG00000004655/ENSMUSG00000028991/ENSMUSG00000006932/ENSMUSG00000004665/ENSMUSG00000026971/ENSMUSG00000059552/ENSMUSG00000020124/ENSMUSG00000055024/ENSMUSG00000038235",15
"1299","d4","GO:0046887","positive regulation of hormone secretion","11/314","194/23006",7.73447699925132e-05,0.000492995974249362,0.000243706751184004,"ENSMUSG00000030805/ENSMUSG00000001847/ENSMUSG00000020612/ENSMUSG00000040249/ENSMUSG00000050732/ENSMUSG00000006740/ENSMUSG00000024990/ENSMUSG00000021109/ENSMUSG00000051314/ENSMUSG00000028029/ENSMUSG00000006611",11
"1300","d4","GO:0090276","regulation of peptide hormone secretion","13/314","265/23006",7.8202180163734e-05,0.000497800897836961,0.000246082008545901,"ENSMUSG00000030805/ENSMUSG00000001847/ENSMUSG00000020612/ENSMUSG00000040249/ENSMUSG00000006740/ENSMUSG00000025701/ENSMUSG00000024913/ENSMUSG00000024990/ENSMUSG00000021109/ENSMUSG00000027204/ENSMUSG00000051314/ENSMUSG00000028029/ENSMUSG00000006611",13
"1301","d4","GO:0033157","regulation of intracellular protein transport","12/314","229/23006",7.87134423368404e-05,0.000500392597712771,0.000247363184843008,"ENSMUSG00000022548/ENSMUSG00000028964/ENSMUSG00000006740/ENSMUSG00000006699/ENSMUSG00000021270/ENSMUSG00000020849/ENSMUSG00000030341/ENSMUSG00000037706/ENSMUSG00000020484/ENSMUSG00000028277/ENSMUSG00000055024/ENSMUSG00000027843",12
"1302","d4","GO:2000108","positive regulation of leukocyte apoptotic process","5/314","33/23006",7.95680627826409e-05,0.000505157344429818,0.000249718581242328,"ENSMUSG00000003873/ENSMUSG00000021486/ENSMUSG00000047139/ENSMUSG00000059552/ENSMUSG00000039239",5
"1303","d4","GO:0055002","striated muscle cell development","7/314","76/23006",8.05942552688126e-05,0.000510997349369279,0.000252605518874754,"ENSMUSG00000020612/ENSMUSG00000058587/ENSMUSG00000030470/ENSMUSG00000005103/ENSMUSG00000062825/ENSMUSG00000025809/ENSMUSG00000055024",7
"1304","d4","GO:0098773","skin epidermis development","10/314","162/23006",8.07969558738879e-05,0.000511607602015686,0.000252907190080251,"ENSMUSG00000018501/ENSMUSG00000026385/ENSMUSG00000021477/ENSMUSG00000001751/ENSMUSG00000024927/ENSMUSG00000025223/ENSMUSG00000006932/ENSMUSG00000063415/ENSMUSG00000039239/ENSMUSG00000041324",10
"1305","d4","GO:0001659","temperature homeostasis","11/314","195/23006",8.09896489416877e-05,0.00051215296422862,0.000253176783464528,"ENSMUSG00000030748/ENSMUSG00000015837/ENSMUSG00000026822/ENSMUSG00000062515/ENSMUSG00000043505/ENSMUSG00000063856/ENSMUSG00000004040/ENSMUSG00000000134/ENSMUSG00000049103/ENSMUSG00000045382/ENSMUSG00000026321",11
"1306","d4","GO:0002455","humoral immune response mediated by circulating immunoglobulin","6/314","53/23006",8.24862309220641e-05,0.000520247802902152,0.000257178371585991,"ENSMUSG00000023992/ENSMUSG00000023224/ENSMUSG00000024371/ENSMUSG00000043505/ENSMUSG00000037706/ENSMUSG00000004266",6
"1307","d4","GO:0031103","axon regeneration","6/314","53/23006",8.24862309220641e-05,0.000520247802902152,0.000257178371585991,"ENSMUSG00000040249/ENSMUSG00000028364/ENSMUSG00000035027/ENSMUSG00000013236/ENSMUSG00000052684/ENSMUSG00000031740",6
"1308","d4","GO:0001938","positive regulation of endothelial cell proliferation","8/314","103/23006",8.51671444149461e-05,0.000535050060206838,0.000264495693078133,"ENSMUSG00000021702/ENSMUSG00000006519/ENSMUSG00000061353/ENSMUSG00000052684/ENSMUSG00000005413/ENSMUSG00000028991/ENSMUSG00000004040/ENSMUSG00000050310",8
"1309","d4","GO:0031640","killing of cells of another organism","8/314","103/23006",8.51671444149461e-05,0.000535050060206838,0.000264495693078133,"ENSMUSG00000040952/ENSMUSG00000058600/ENSMUSG00000050335/ENSMUSG00000057666/ENSMUSG00000061353/ENSMUSG00000037966/ENSMUSG00000028268/ENSMUSG00000039899",8
"1310","d4","GO:0141061","disruption of cell in another organism","8/314","103/23006",8.51671444149461e-05,0.000535050060206838,0.000264495693078133,"ENSMUSG00000040952/ENSMUSG00000058600/ENSMUSG00000050335/ENSMUSG00000057666/ENSMUSG00000061353/ENSMUSG00000037966/ENSMUSG00000028268/ENSMUSG00000039899",8
"1311","d4","GO:0045444","fat cell differentiation","13/314","268/23006",8.75931822023593e-05,0.000549086612140502,0.000271434497141974,"ENSMUSG00000037486/ENSMUSG00000009281/ENSMUSG00000025701/ENSMUSG00000062515/ENSMUSG00000020484/ENSMUSG00000063856/ENSMUSG00000028991/ENSMUSG00000027204/ENSMUSG00000000134/ENSMUSG00000018893/ENSMUSG00000056492/ENSMUSG00000055024/ENSMUSG00000051314",13
"1312","d4","GO:0032623","interleukin-2 production","7/314","77/23006",8.76299274889232e-05,0.000549086612140502,0.000271434497141974,"ENSMUSG00000030744/ENSMUSG00000115338/ENSMUSG00000028455/ENSMUSG00000022475/ENSMUSG00000049103/ENSMUSG00000016494/ENSMUSG00000028525",7
"1313","d4","GO:0035051","cardiocyte differentiation","11/314","197/23006",8.87221295873418e-05,0.000554693953888314,0.000274206420466944,"ENSMUSG00000030470/ENSMUSG00000027962/ENSMUSG00000006699/ENSMUSG00000001751/ENSMUSG00000029287/ENSMUSG00000028991/ENSMUSG00000006932/ENSMUSG00000025809/ENSMUSG00000055024/ENSMUSG00000039239/ENSMUSG00000041324",11
"1314","d4","GO:0009266","response to temperature stimulus","10/314","164/23006",8.95029954687079e-05,0.000554693953888314,0.000274206420466944,"ENSMUSG00000004951/ENSMUSG00000021270/ENSMUSG00000020849/ENSMUSG00000022982/ENSMUSG00000061353/ENSMUSG00000029388/ENSMUSG00000005413/ENSMUSG00000028991/ENSMUSG00000028683/ENSMUSG00000045382",10
